teknik,kesehatan,ekonomi,hukum,title
1,0,0,0,state output feedback boundary control time fractional pdefractional ode cascades spacedependent diffusivity
1,0,0,0,flocking multiagent system dynamic topology pinning control
1,0,0,0,h8 tracking control via variable gain gradient descentbased integral reinforcement learning unknown continuous time nonlinear system
1,0,0,0,model predictive position tracking control motion system random communication delay
1,0,0,0,novel mathematical model determine georeferenced locations cits communications generate dynamic vehicular gaps
1,0,0,0,multimodel adaptive predictive control path following autonomous vehicles
1,0,0,0,adaptive gabor filtering using grey wolf optimization enhancement brain mri
1,0,0,0,a hybrid papr reduction technique ofdm systems
1,0,0,0,analysis evaluation heat pipe heat exchangers performance low global warming potential refrigerant 
1,0,0,0,quality evaluation laser welds based aircoupled ultrasound
1,0,0,0,dynamic analysis simulation exergy based energy network theory
1,0,0,0,voltage sag sensitivity evaluation industrial process based process immunity time maximum entropy
1,0,0,0,design experiment telescopic finger stalk maize straw burying machine 
1,0,0,0,research cutting layer geometry positive eccentricity orthogonal turnmilling finish machining 
1,0,0,0,a method extruding grinding dressing superabrasive grinding wheels using free grains constraint diamond abrasive surface 
1,0,0,0,multiobjective integrated adaptive cruise regenerative braking control intelligent electric vehicles 
1,0,0,0,application scaling law analysis vehicle aerodynamic noise 
1,0,0,0,command filtered backstepping guidance law considering autopilot dynamics 
1,0,0,0,failure mechanism analysis sic mosfet different aging test methods sic mosfet
1,0,0,0,properties atmospheric plasmasprayed nicrcr3c2 composite coating nicrcr3c2
1,0,0,0,effect heat treatment process microstructure mechanical properties hypereutectoid steel rail 
1,0,0,0,isothermal performance analysis heat pipe geo longlife satellites geo
1,0,0,0,control method variable skew configuration control moment gyros 
1,0,0,0,guidance strategy impact angle constraints based pure proportional navigation 
1,0,0,0,guidance strategy considering strapdown seeker minimum fieldofview angle constraint 
1,0,0,0,profile tracking guidance law based sliding mode control 
1,0,0,0,online trajectory design method terminal area energy management based single parameter iteration taem
1,0,0,0,nontrivial paired states novel topological superconductors
1,0,0,0,crystal structure properties griffithslike phase niobium diselenide intercalated chromium
1,0,0,0,noniterative blind deconvolution algorithm based powerlaw distribution
1,0,0,0,geoinformation technologies studying effects water level fluctuation lake baikal case angarsky sor
1,0,0,0,design virtual model exoskeleton lower limb rehabilitation
1,0,0,0,the conjugate profile circular teeth spur gear part ii problem solution
1,0,0,0,the conjugate profile circular teeth spur gear part problem statement
1,0,0,0,influence composition nonstoichiometry ordering effects properties ferroelectric ceramics based lead magnoniobate
1,0,0,0,a detailed second law excergic analysis approach h2olibr vapour absorption cooling system
1,0,0,0,prediction lateralvibration responses full size cantilever beam using scale models
1,0,0,0,tuning electrical thermal conductivities twodimensional electron gas alngan heterostructures piezoelectricity
1,0,0,0,estimating glucose diffusion coefficient membranes tissue engineering applications using ficks first law
1,0,0,0,functional food viet nam trends consumer online shopping ho chi minh city
1,0,0,0,the influence ethylene gas concentration ldpec2h4 hybrid explosion process severity
1,0,0,0,adaptation highpressure electrolyzer conditions joint operation tpp npp powergenerating units             
1,0,0,0,industrial potential assessment modeling administration condition                    
1,0,0,0,similitude laws sound radiation flat orthotropic flexural panels
1,0,0,0,neuroadaptive fixedtime trajectory tracking control humanintheloop teleoperation mixed communication delays
1,0,0,0,matchedpolezero discretetime model statespace representation
1,0,0,0,eventbased switching control networked switched systems nonperiodic dos jamming attacks
1,0,0,0,chatteringfree robust finitetime output feedback control scheme class uncertain nonlinear systems
1,0,0,0,static output feedback sliding mode control rice fading channel interval type2 fuzzy modelling method
1,0,0,0,bengali abusive speech classification transfer learning approach using vgg16
1,0,0,0,firstorder integral switching surface slidingmode control method active front end rectifier fast charger applications
1,0,0,0,selfsimilar decay drag wake dimpled sphere
1,0,0,0,synchronization resource allocation quantum key distribution optical networks
1,0,0,0,sliding mode control based rbf network hydraulic pressure electric powerassisted brake system rbf
1,0,0,0,analysis radial electromagnetic force wave consequentpole hybrid excitation synchronous generator 
1,0,0,0,highprecision evaluation method crack dimension profile underwater structures based acfm technique 
1,0,0,0,research status development trend mechanisms casing failure caused volume fracturing horizontal wells 
1,0,0,0,research progress nanomeso scale modelling carbon nanotube reinforced frp composites cnts
1,0,0,0,a probability model fatigue life assessment based modified paris law independent material coefficients pairs
1,0,0,0,research path tracking unmanned surface vehicles idlos
1,0,0,0,influence central buckle mechanical property combined cablestayed suspension bridge 
1,0,0,0,analysis regulative variables greenhouse gas emissions spatial pore gas concentrations modeling largescale trough composting
1,0,0,0,coordinating joint greening efforts agrifood supply chain environmentally sensitive demand
1,0,0,0,development framework selecting sustainable location waste electrical electronic equipment recycling plant emerging economies
1,0,0,0,hot deformation behavior dynamic recrystallization gh690 nickelbased superalloy
1,0,0,0,foamed geopolymer relationship rheological properties geopolymer paste poreformation mechanism
1,0,0,0,theoretical investigations cycle performance singlepressure diffusion absorption heat transformer librh2or134ategdme
1,0,0,0,what stopping automotive industry going green systematic review barriers green innovation automotive industry
1,0,0,0,a study high temporalspatial resolution greenhouse gas emissions inventory onroad vehicles based traffic speedflow model case beijing
1,0,0,0,successive magnetic transitions magnetocaloric effects intermetallic compounds re7rh3  nd ho
1,0,0,0,technoeconomic life cycle assessment integrated hydrothermal carbonization system sewage sludge
1,0,0,0,magnesium titanate new high solar reflectance pigment fabricate cooling engineering composites energy saving areas
1,0,0,0,applications asphalt concrete overlay portland cement concrete pavement
1,0,0,0,compression damage constitutive model hybrid fiber reinforced concrete experimental verification
1,0,0,0,energy harvesting water wave using electromagnetic generator
1,0,0,0,selection barriers supply chain management indian manufacturing sectors due covid19 impacts
1,0,0,0,a machine visionbased deep learning inference approach biker safety hat detection system
1,0,0,0,model based design experimental test brakebywire controller
1,0,0,0,adaptive estimator vehicle roll road bank angles using inertial sensors
1,0,0,0,research public opinion dissemination model countermeasures
1,0,0,0,single image dehazing jointly utilizing dark channel prior guided filtering dualtree complex wavelet domain
1,0,0,0,influencing factors corn implantation distribution highheight planting based edem edem
1,0,0,0,simulation experiment single longitudinal axial material movement establishment wheat plants model 
1,0,0,0,motion analysis experiment shelling process kneading pressing castor shelling machine 
1,0,0,0,optimization design experiment corn cleaning device 
1,0,0,0,design test optical sensor meat nondestructive detection 
1,0,0,0,variation law prediction model substrate moisture content different depths 
1,0,0,0,stereo camera calibration based multiple fitness fullparameter autonomous mutation particle swarm 
1,0,0,0,traffic surveillance using vehicle license plate detection recognition bangladesh
1,0,0,0,integral adaptive controller design singlephasegridconnected solar pv systems output lcl filters
1,0,0,0,modeling effect additives metal oxide chemiresistor gas sensors
1,0,0,0,improved power sharing voltage regulation modified droop control microgrid
1,0,0,0,the coupled nonstationary thermoelectroelasticity problem long hollow cylinder
1,0,0,0,robust h8 filtering 2d systems ron stochastic communication protocol
1,0,0,0,enhanced double exponential reaching law based sliding mode controller induction motor drives
1,0,0,0,an advanced excitation control scheme synchronous generator single machine infinite bus system based detailed dynamical models
1,0,0,0,stability analysis neuroadaptive smcbased current sharing technique multiphase converters battery charging applications
1,0,0,0,study surface potential variation characteristics prtv coating insulators negative polar corona condition prtv
1,0,0,0,test analysis uhv gil case temperature rise suggestions project operation maintenance measures gil
1,0,0,0,research influence factors propagation characteristics vfto 220 kv gis 220 kvgisvfto
1,0,0,0,development onsite realtime monitoring system corrosion power transmission tower foots 
1,0,0,0,design application error online testing device voltage current sensors distribution network 
1,0,0,0,ablation mechanism analysis metal sheath high voltage xlpe insulated power cable xlpe
1,0,0,0,dispatchable distributed generation using backtoback converter gridforming improvements based feedforward action load current prediction
1,0,0,0,improved cauer thermal network considering thermal coupling effects multichip modules
1,0,0,0,kinetics soybean oil epoxidation semibatch reactor
1,0,0,0,coarsegrained discrete element method granular shear flow
1,0,0,0,construction fishing ground forecast model ommastrephes bartramii using convolutional neural network northwest pacific 
1,0,0,0,corrosion behavior heatresistant steels 12cr1mov t92 inconel 625 supercritical carbon dioxide environment co212cr1mov t92inconel 625
1,0,0,0,effects magnesium ion slurry reaction characteristics flue gas desulfurization 
1,0,0,0,prediction co2 chemical absorption isotherms ionic liquid design dftcosmors calculations
1,0,0,0,innovative approach multimodal fusion recognition based feature extraction using bandlimited phaseonly correlation discrete orthonormal stockwell transfor
1,0,0,0,simulation research gear crack fault based adams adams
1,0,0,0,research fatigue life calculation method hydroturbine head cover connecting bolts based pdstfa pdstfa
1,0,0,0,effect pitting meshing stiffness gears 
1,0,0,0,papr reduction waveletofdm signals using exponential companding visible light communications
1,0,0,0,design intelligent lateral autopilot short range surfacetosurface aerodynamically controlled missile
1,0,0,0,intelligent control based adaptative fuzzy logic permanent magnet synchronous machine
1,0,0,0,control passivedynamic locomotion compassgait biped robot
1,0,0,0,backstepping tracking control nonholonomic mobile robot
1,0,0,0,a robust control 2 dof exoskeletonupper limb system using monte carlo analysis
1,0,0,0,research application interlaid rock vibration law drilling blasting construction small clear distance tunnel 
1,0,0,0,study variation ground motion amplification effect mediumhard free fields depth earthquake action 
1,0,0,0,experimental study thawing softening laws frozen soil microwave irradiation 
1,0,0,0,analytical solution head distribution tunnel structure adjacent waterfilled fault waterenriched mountain region 
1,0,0,0,weighted voting model advanced intelligent perception tunnel faults based tbm rockmachine information tbm
1,0,0,0,experimental research transient rock breaking characteristics highenergy gas 
1,0,0,0,inversion prediction longterm uplift deformation highspeed railway subgrade central sichuan redbed 
1,0,0,0,model test investigate waterproofresistant slab water inrush geohazards deep buried long tunnels 
1,0,0,0,dynamic increasing factor model strength modulus rock materials different strain rates 
1,0,0,0,research progress static properties laboratory testing technology coarsegrained soil 
1,0,0,0,crts slab ballastless track interlayer damage detection method based lamb wave lambcrts
1,0,0,0,prediction analysis longterm settlement railway subgrade based burgers model burgers
1,0,0,0,deformation source deformation transmission postconstruction settlement control methods track irregularity highspeed railway subgrade 
1,0,0,0,research automatic train operation algorithm based nonparametric iterative learning control 
1,0,0,0,research characteristics light source portable concentration detection no
1,0,0,0,compensation controlbased stochastic resonance characteristics application 
1,0,0,0,tests fracture characteristics fractured sandstone microseismic charge induced signal laws 
1,0,0,0,safety threshold blasting vibration velocity highway tunnel considering influence stress wave transmission 
1,0,0,0,nonlinear dynamic behavior impact capsule oscillator based wireless endoscope application 
1,0,0,0,a twoscale damage model middle cycle fatigue based damage mechanics method 
1,0,0,0,experimental research predicting burst tendency gasbearing coal drilling parameters 
1,0,0,0,estimation pulling force static pipe bursting construction 
1,0,0,0,dynamic response analysis postdetonation blasthole timing sequence controlled fracture blasting 
1,0,0,0,research combined prediction model turning temperature optimized particle swarm optimization 
1,0,0,0,emission characteristics study gasolinediesel gasolinedieselpentanol blend
1,0,0,0,fluctuation law two injection fuel injection quantity highpressure common rail system combined prediction model 
1,0,0,0,study precise measurement method multiple injection fuel injection rate 
1,0,0,0,stability properties 1dimensional hamiltonian lattices nonanalytic potentials
1,0,0,0,influence hysteresis effect contrast welding defects profile magnetooptical image
1,0,0,0,an aminopyridine bearing pillar5arenebased qcm sensor chemical sensing applications design experimental characterization data modeling prediction
1,0,0,0,compact sourcegated transistor analog circuits ubiquitous sensors
1,0,0,0,viscous phasefield modeling chemomechanical microstructural evolution application geomaterials pressure solution
1,0,0,0,model alkalisilica reaction expansions concrete using zerothickness chemomechanical interface elements
1,0,0,0,quasiparticle scattering time nbn superconducting thin films
1,0,0,0,estimation seabed settlement initial installation boxtype artificial reef considering different seabed soil compositions incident angles
1,0,0,0,extension sarax code system reactors intermediate spectrum
1,0,0,0,neural networkbased adaptive trajectory tracking control underactuated auvs unknown asymmetrical actuator saturation unknown dynamics
1,0,0,0,temperature dependent impedance spectroscopy electrical transport mechanism solgel derived mgcr2o4 spinel oxide
1,0,0,0,construction application several new symmetrical flux limiters hyperbolic conservation law
1,0,0,0,entropy conservation property entropy stabilization highorder continuous galerkin approximations scalar conservation laws
1,0,0,0,a full threedimensional vortexinduced vibration prediction model toptensioned risers based vector form intrinsic finite element method
1,0,0,0,magnetoelectric coupling terbium doped particulate multiferroic composites based batio3cofe2o4
1,0,0,0,frequency dependence hopping disorder energies conduction mechanisms crprca mno3
1,0,0,0,the numerical analysis symmetric crossply laminates using natural neighbour radial point interpolation method highorder shear deformation theories
1,0,0,0,shape function exergy cost viscous flow bifurcated diabatic tubes
1,0,0,0,modeling analysis singlephase fractionalorder voltage source pulse width modulation rectifier
1,0,0,0,an improved shear deformable theory bending buckling response thinwalled fg sandwich ibeams resting elastic foundation
1,0,0,0,comparison validation computational methods prediction compressive crush energy absorption cfrp structures
1,0,0,0,experimental determination interface residual stresses carbonfiberreinforced polymers
1,0,0,0,size effect axial compressive failure cfrpwrapped square concrete columns tests simulations
1,0,0,0,turbulence induced fading mitigation satellite optical communications using single subcarrier time delay diversity
1,0,0,0,crystal structure high temperature xray diffraction study thermoelectric chimneyladder fege   152
1,0,0,0,effect boron isothermal oxidation behavior nickelbase superalloy high al ti contents
1,0,0,0,free vibration functionally graded thick circular plates exact threedimensional solution
1,0,0,0,instability stress analysis cavitation soft graded elastic solids
1,0,0,0,a holistic approach anthracene photochemistry kinetics
1,0,0,0,robust link prediction criminal networks case study sicilian mafia
1,0,0,0,synthesis functionalized 3d microporous carbon foams selective co2 capture
1,0,0,0,a new model describe composition temperature dependence thermal conductivity solution phases binary alloys
1,0,0,0,improved 3d electromagnetic analytical model planar induction heater consideration transverse edge effects
1,0,0,0,overview codes mgex solution focus galileo
1,0,0,0,study dynamic response highrise buildings blasting earthquake considering model simplifying
1,0,0,0,ai law practices
1,0,0,0,the application statistical methods development cyrilliclatin converter tatar language
1,0,0,0,a distributed formation stabilization control protocol nonholonomic unicycle agents
1,0,0,0,fractionalorder image segmentation security surveillance
1,0,0,0,road adaptive antislip regulator distributed drive electric vehicle
1,0,0,0,torque vectoring controller distributeddrive electric vehicle acceleration slip regulation lateral stability enhancement design test
1,0,0,0,on utilization macroscopic information string stability vehicular platoon
1,0,0,0,robust satisfaction nonlinear requirements control problems
1,0,0,0,formation control using optimal time multiplexing
1,0,0,0,realtime convexliftingbased robust control using approximated control law
1,0,0,0,energy shaping control cyberoctopus soft arm
1,0,0,0,torque control positioncontrolled robots using inverse dynamic task
1,0,0,0,provably safe control lagrangian systems obstaclescattered environments
1,0,0,0,learning nonlinear feedback controllers data via optimal policy search stochastic gradient descent
1,0,0,0,eventtriggered stabilization nonlinear systems center manifolds
1,0,0,0,attitude consensus multiple rigid body systems output based adaptive distributed output observer
1,0,0,0,consensus networks nonlinear integrators applications coordinated path following control fixedwing uavs
1,0,0,0,adaptive boundary control reactiondiffusion pdes unknown input delay
1,0,0,0,stabilizing optimal density control nonlinear agents multiplicative noise
1,0,0,0,on quantization discretetime control systems stability analysis ternary controllers
1,0,0,0,direct model reference adaptive control tracking contracting nonlinear systems
1,0,0,0,encrypted explicit mpc based twoparty computation convex controller decomposition
1,0,0,0,modelfree adaptive learning formation control nonlinear nonaffine multiagent systems
1,0,0,0,cooperative global robust practical output regulation output feedback nonlinear multiagent systems distributed eventtriggered control
1,0,0,0,online inverse reinforcement learning limited data
1,0,0,0,maximum handsoff feedback control finitetime stabilization
1,0,0,0,target search tracking using fleet uavs presence decoys obstacles
1,0,0,0,stabilisation rotating beam clamped moving inertia strong dissipation feedback
1,0,0,0,dynamic certainty equivalence adaptive control nonlinear parameter filtering
1,0,0,0,bearingonly formation control persistence excitation
1,0,0,0,rapid stabilization reactiondiffusion equation distributed disturbance
1,0,0,0,relaxation strictly positive real condition tuning feedforward control
1,0,0,0,asymptotic stabilization adaptive controller design mismatched interconnected time delay systems
1,0,0,0,distributed taskspace consensus control networked eulerlagrange systems faulty actuator switching communication topology
1,0,0,0,dual quaternion visual servo control
1,0,0,0,control wave equation dynamic boundary condition
1,0,0,0,a passivityinspired design powervoltage droop controllers dc microgrids electrical network dynamics
1,0,0,0,faulttolerant formation tracking heterogeneous nonlinear multiagent systems timevarying actuator faults
1,0,0,0,a privacy preserving modelfree optimization control framework demand response residential thermal loads
1,0,0,0,a symbolic approach distributed control interconnected systems
1,0,0,0,safety guarantees iterative predictions gaussian processes
1,0,0,0,asymptotically stabilizing multistage model predictive control
1,0,0,0,output feedback stabilization orbital robot
1,0,0,0,bayesian safe learning control sumofsquares analysis polynomial kernels
1,0,0,0,datadriven control linear timevarying systems
1,0,0,0,backsteppinginduced indirect adaptive sliding mode control second order systems
1,0,0,0,further results leaderfollower multiagent formation control prescribed performance guarantees
1,0,0,0,optimal pi controller rejecting disturbance arz traffic model
1,0,0,0,towards totally asynchronous primaldual convex optimization blocks
1,0,0,0,modelreference reinforcement learning control autonomous surface vehicles
1,0,0,0,hysteretic control lyapunov functions application global asymptotic tracking underwater vehicles
1,0,0,0,a convex approach robust lqr
1,0,0,0,safe tracking control uncertain eulerlagrange system fullstate constraints using barrier functions
1,0,0,0,persistent awarenessbased multirobot coverage control
1,0,0,0,on finitetime stabilization class nonlinear timedelay systems implicit lyapunovrazumikhin approach
1,0,0,0,multimodel indirect adaptive mpc
1,0,0,0,distributed optimisation stochastic eventtriggered multiagent control algorithm
1,0,0,0,learning minnorm stabilizing control laws systems unknown dynamics
1,0,0,0,digital twin legal requirements production logistics based example storage hazardous substances
1,0,0,0,adaptive robust quadratic programs using control lyapunov barrier functions
1,0,0,0,learning control polynomial systems using sum squares relaxations
1,0,0,0,influence shield tunnel train load existing bridge piles
1,0,0,0,kinematics plane decomposition algorithm non linear path planning navigation tracking unmanned aerial vehicles
1,0,0,0,multiscale modeling fatigue damage metal wire film thickness effect
1,0,0,0,cable estimationbased control wireborne underactuated brachiating robots combined directindirect adaptive robust approach
1,0,0,0,estimation evaporation rate water droplet group spray drying process
1,0,0,0,on scaling law jkr contact model coarsegrained cohesive particles
1,0,0,0,threedimensional numerical simulation inductively coupled plasma generator
1,0,0,0,ofdm covert communication system based qcldpc symbol spread spectrum
1,0,0,0,robust iterative learning control ladder circuits mixed uncertainties
1,0,0,0,an improved microcalcification detection algorithm using novel multifractal texture descriptor cnn
1,0,0,0,formation tracking control adaptive neural networks estimation
1,0,0,0,eventtriggered optimal adaptive control robot trajectory tracking
1,0,0,0,consensusbased formation control obstacle avoidance nonholonomic multirobot system
1,0,0,0,adaptive affine formation maneuver control secondorder multiagent systems disturbances
1,0,0,0,robust adaptive faulttolerant coordinated control biaxial gantry system friction compensation
1,0,0,0,efficient asynchronous vertical federated learning via gradient prediction doubleend sparse compression
1,0,0,0,iterative learning control distributed parameter systems using sensoractuator network
1,0,0,0,dtco launches moores law feature scaling wall
1,0,0,0,a selectively colorful yet chilly perspective highsand lowsof dielectric materials cmos nanoelectronics
1,0,0,0,reliability evolutionary finfet cmos technology beyond
1,0,0,0,3d selfaligned stacked nmosonpmos nanoribbon transistors continued moores law scaling
1,0,0,0,gate oxide instability lifetime sic mosfets wide range positive electric field stress
1,0,0,0,application intelligent safety supervision based artificial intelligence technology
1,0,0,0,adjustment design motion rhythm 3d animation based feature extraction recognition
1,0,0,0,an ameliorated hybrid model fraud detection based tree based algorithms benfords law
1,0,0,0,the latest progress research social risks regulation international artificial intelligent medical treatment based citespace method
1,0,0,0,modelling mass transfer separation hydrocarbon mixtures modernization industrial columns
1,0,0,0,smart ways hospital wastewater management regulatory standards conventional treatment techniques short review
1,0,0,0,the applicability authorship verification swedish discussion forums
1,0,0,0,exploring open source information cyber threat intelligence
1,0,0,0,cnn application detection privileged documents legal document review
1,0,0,0,modern cybercrime investigation technological advancement smart devices legal aspects corresponding digital transformation
1,0,0,0,challenges barriers applying natural language processing medical examiner notes fatal opioid poisoning cases
1,0,0,0,resolving cybersecurity data sharing paradox scale cybersecurity via coproduction approach towards data sharing
1,0,0,0,ai law towards assessing ethical risks
1,0,0,0,an architecture extracting key elements legal permits
1,0,0,0,leveraging differential privacy geospatial analyses standardized healthcare data
1,0,0,0,multilabel classification chinese judicial documents based bert
1,0,0,0,illicit activity detection largescale dark opaque web social networks
1,0,0,0,unsupervised multiple network alignment multinominal gan variational inference
1,0,0,0,repurposing recidivism models forecasting police officer use force
1,0,0,0,responsible ai primer legal community
1,0,0,0,autoaudit mining accounting timeevolving graphs
1,0,0,0,towards law enforcement firearms
1,0,0,0,a comparative study classical optimal controller quadrotor
1,0,0,0,feature descriptors face recognition
1,0,0,0,implementation nonswitching discrete time sliding mode control speed tracking dc motor
1,0,0,0,ai legal counsel train regulate legally constrained autonomous systems
1,0,0,0,model test study dynamic response characteristics host rockmass supporting bolt blasting load 
1,0,0,0,evolution characteristics mininginduced stress partition roadway surrounding rock working face deep island 
1,0,0,0,research application mud proportioning optimization slurry balance shield mudstone gravel composite stratum 
1,0,0,0,effect nonfourier heatflux boundary conditions heat conduction behavior laserirradiated biological tissues 
1,0,0,0,mechanism research new constant resistance yielding device tunnels 
1,0,0,0,terahertz dielectric spectra thermal oxygen aging natural rubber 
1,0,0,0,control hardening layer prestressed hardening grinding
1,0,0,0,inversion method local situ stress considering stressinduced damage cavern surrounding rock application 
1,0,0,0,study mechanical model macromecro creep high seepage pressure brittle rocks 
1,0,0,0,calculation method permanent deformation fbg influence low temperature fbg
1,0,0,0,treatment two boundary conditions rainfall infiltration slope application 
1,0,0,0,nonlocalintegrovibro analysis vertically aligned monolayered nonuniform fgm nanorods
1,0,0,0,effect power law index vibration armchair zigzag single walled carbon nanotubes
1,0,0,0,an adaptive speed control method antiinertia disturbance performance permanent magnet synchronous motors 
1,0,0,0,simulation single point incremental forming force multiple assistive technologies 
1,0,0,0,experimental numerical analysis concrete interface damage ballastless track using different cohesive models
1,0,0,0,adoption green supply chain management practices collaboration approach developing countries  literature review conceptual framework
1,0,0,0,the prediction analysis properties recycled aggregate permeable concrete based backpropagation neural network
1,0,0,0,how environmental regulation influence enterprises total factor productivity quasinatural experiment based chinas new environmental protection law
1,0,0,0,influence drywet ratio properties microstructure concrete sulfate attack
1,0,0,0,bilateral chloride diffusion model nanocomposite concrete marine engineering
1,0,0,0,ductile damage model calibration highstrength structural steels
1,0,0,0,measuring efficiency urban integrated water service parallel network dea case italy
1,0,0,0,current state barriers circular economy building sector towards mitigation framework
1,0,0,0,towards zeroenergy buildings china systematic literature review
1,0,0,0,numerical investigation creep response concrete structures means multiscale strategy
1,0,0,0,service life reinforced concrete seawalls suffering chloride attack theoretical modelling analysis
1,0,0,0,strainratesensitive mechanical response twinning texture features nicocrfe highentropy alloy experiments multilevel crystal plasticity artificial neural networks modeling
1,0,0,0,modeling control double inverted pendulum using lqr parameter optimization ga pso
1,0,0,0,investigation control law influence dynamic characteristics vehicle movement control system model
1,0,0,0,heat losses window compact shutters
1,0,0,0,public green areas devaluation dense city fabric sarajevo case study hastahana park
1,0,0,0,problems gardencity protection suburban area warsaw
1,0,0,0,a relationship value whole separate parts
1,0,0,0,protection status world cultural heritage site tourism development case study shuhe ancient town
1,0,0,0,a solution wheelchair accessibility existing building  apartment building kraslice
1,0,0,0,fem simulations bond behaviour concrete sevenwire prestressing strand
1,0,0,0,cracking analysis plane stress reinforced concrete structures
1,0,0,0,alternative kinetic model iodideiodate reaction use micromixing investigations
1,0,0,0,experimental analysis mass transfer coefficient interfacial area aerated coaxial mixing system comprising nonnewtonian solution
1,0,0,0,inline testing method based paschens law integrated machine learning hairpin stator production
1,0,0,0,japans act wiretapping criminal investigation system implemented be
1,0,0,0,effect drive harmonics loss high speed permanent magnet synchronous machine
1,0,0,0,colortunable lowthreshold amplified spontaneous emission yellow nearinfrared nir based donorspaceracceptorspacerdonor linear dyes
1,0,0,0,improved mpsp guidance law design achieving expected attack time
1,0,0,0,optimized quantum parameter estimation open quantum systems
1,0,0,0,weighted l2performance output feedback control switched discretetime linear systems average dwell time
1,0,0,0,eventtriggered discretetime output feedback adaptive neural control robot manipulators
1,0,0,0,forceposition fuzzy control space robot capturing spacecraft dualarm clamping 
1,0,0,0,dynamic simulation process risk navigation liquefiednaturalgasfueled vessels 
1,0,0,0,finite element analysis gear bearing transmission performance influenced misalignment 
1,0,0,0,a multilevel trajectory planning method based quasigeodesic automated tape placement 
1,0,0,0,design method distorted dynamics similitude test model considering variable power experimental study 
1,0,0,0,accurate loss calculation method bulkpower mmcs mmc
1,0,0,0,study fault diagnosis method converter permanent magnet synchronous wind power system fusion current vibration signals 
1,0,0,0,a method monitoring performance turbine driven boiler feed water pump set based big sample data 
1,0,0,0,multiple voltage sag events homology detection based wasserstein distance wasserstein
1,0,0,0,new approach describe hydromechanical phenomenon suffusion erosion transport deposition
1,0,0,0,suppression measures overvoltage singlecore cable sheath caused harmonics inrush current
1,0,0,0,a datadriven slow dynamic characteristic extraction state estimation method large power grid
1,0,0,0,systematical analysis alphaactive nuclides
1,0,0,0,an intelligent helmet system using iot raspberry pi
1,0,0,0,protection personal data transmitted via web service software developers
1,0,0,0,pd control compensation based cascade neural network applied robot manipulator
